成交日期,证券代码,证券名称,操作,成交价格,成交数量,成交金额,佣金,印花税,过户费,发生金额
2025-04-23 12:42:00,300053,中信证券,卖出,20.88,600,12528.0,5,6.26,0.25,12516.49
2025-04-23 12:21:00,300629,立讯精密,买入,20.54,800,16432.0,5,0,0.33,-16437.33
2025-04-24 11:31:00,300629,立讯精密,卖出,21.59,800,17272.0,5,8.64,0.35,17258.01
2025-04-23 13:06:00,300170,寒武纪,买入,48.01,400,19204.0,5,0,0.38,-19209.38
2025-05-07 14:19:00,300170,寒武纪,卖出,46.62,400,18648.0,5,9.32,0.37,18633.31
2025-04-23 13:06:00,300720,科大讯飞,买入,19.94,300,5982.0,5,0,0.12,-5987.12
2025-05-07 10:31:00,300720,科大讯飞,卖出,19.42,300,5826.0,5,2.91,0.12,5817.97
2025-04-24 09:21:00,300133,中际旭创,买入,47.45,300,14235.0,5,0,0.28,-14240.28
2025-05-09 11:42:00,300133,中际旭创,卖出,46.13,300,13839.0,5,6.92,0.28,13826.8
2025-04-25 09:33:00,300009,立讯精密,买入,26.9,500,13450.0,5,0,0.27,-13455.27
2025-05-13 13:42:00,300009,立讯精密,卖出,26.18,500,13090.0,5,6.54,0.26,13078.2
2025-04-29 10:48:00,300253,立讯精密,买入,33.27,800,26616.0,5,0,0.53,-26621.53
2025-05-15 12:08:00,300253,立讯精密,卖出,32.15,800,25720.0,5,12.86,0.51,25701.63
2025-04-30 12:33:00,300214,招商银行,买入,36.75,1000,36750.0,5,0,0.74,-36755.74
2025-05-14 14:42:00,300214,招商银行,卖出,35.47,1000,35470.0,5,17.73,0.71,35446.56
2025-05-01 09:21:00,300004,中信证券,买入,34.37,400,13748.0,5,0,0.27,-13753.27
2025-05-02 10:42:00,300004,中信证券,卖出,36.23,400,14492.0,5,7.25,0.29,14479.46
2025-05-01 11:48:00,300771,万丰奥威,买入,15.73,600,9438.0,5,0,0.19,-9443.19
2025-05-16 14:55:00,300771,万丰奥威,卖出,15.28,600,9168.0,5,4.58,0.18,9158.24
2025-05-05 12:21:00,300221,恒瑞医药,买入,31.61,800,25288.0,5,0,0.51,-25293.51
2025-05-16 13:55:00,300221,恒瑞医药,卖出,30.77,800,24616.0,5,12.31,0.49,24598.2
2025-05-06 09:21:00,300494,万丰奥威,买入,30.77,200,6154.0,5,0,0.12,-6159.12
2025-05-23 13:19:00,300494,万丰奥威,卖出,29.7,200,5940.0,5,2.97,0.12,5931.91
2025-05-07 09:06:00,300592,恒瑞医药,买入,36.15,600,21690.0,5,0,0.43,-21695.43
2025-05-21 11:55:00,300592,恒瑞医药,卖出,35.06,600,21036.0,5,10.52,0.42,21020.06
2025-05-07 11:21:00,300501,万丰奥威,买入,18.57,300,5571.0,5,0,0.11,-5576.11
2025-05-21 10:19:00,300501,万丰奥威,卖出,17.95,300,5385.0,5,2.69,0.11,5377.2
2025-05-08 10:48:00,300344,剑桥科技,买入,51.6,800,41280.0,5,0,0.83,-41285.83
2025-05-21 13:42:00,300344,剑桥科技,卖出,49.84,800,39872.0,5,19.94,0.8,39846.26
2025-05-09 09:48:00,300288,中际旭创,买入,16.51,800,13208.0,5,0,0.26,-13213.26
2025-05-22 13:19:00,300288,中际旭创,卖出,16.01,800,12808.0,5,6.4,0.26,12796.34
2025-05-12 12:48:00,300169,海康威视,买入,24.4,500,12200.0,5,0,0.24,-12205.24
2025-05-27 11:55:00,300169,海康威视,卖出,23.65,500,11825.0,5,5.91,0.24,11813.85
2025-05-13 10:48:00,300899,中芯国际,买入,28.63,600,17178.0,5,0,0.34,-17183.34
2025-06-02 12:42:00,300899,中芯国际,卖出,27.73,600,16638.0,5,8.32,0.33,16624.35
2025-05-14 10:21:00,300500,比亚迪,买入,39.74,1000,39740.0,5,0,0.79,-39745.79
2025-05-30 12:08:00,300500,比亚迪,卖出,38.43,1000,38430.0,5,19.21,0.77,38405.02
2025-05-16 10:06:00,300412,海康威视,买入,29.61,800,23688.0,5,0,0.47,-23693.47
2025-05-19 14:19:00,300412,海康威视,卖出,31.05,800,24840.0,5,12.42,0.5,24822.08
2025-05-16 11:21:00,300038,立讯精密,买入,35.8,200,7160.0,5,0,0.14,-7165.14
2025-05-29 11:08:00,300038,立讯精密,卖出,34.73,200,6946.0,5,3.47,0.14,6937.39
2025-05-19 13:33:00,300671,中芯国际,买入,24.27,200,4854.0,5,0,0.1,-4859.1
2025-06-06 10:08:00,300671,中芯国际,卖出,23.62,200,4724.0,5,2.36,0.09,4716.55
2025-05-19 14:06:00,300387,中际旭创,买入,46.9,800,37520.0,5,0,0.75,-37525.75
2025-06-05 10:42:00,300387,中际旭创,卖出,45.7,800,36560.0,5,18.28,0.73,36535.99
2025-05-21 12:06:00,300071,万丰奥威,买入,35.58,600,21348.0,5,0,0.43,-21353.43
2025-06-05 12:42:00,300071,万丰奥威,卖出,34.54,600,20724.0,5,10.36,0.41,20708.23
2025-05-22 10:33:00,300203,天孚通信,买入,44.0,400,17600.0,5,0,0.35,-17605.35
2025-05-23 12:42:00,300203,天孚通信,卖出,46.1,400,18440.0,5,9.22,0.37,18425.41
2025-05-23 09:33:00,300315,隆基绿能,买入,41.52,1000,41520.0,5,0,0.83,-41525.83
2025-06-10 10:42:00,300315,隆基绿能,卖出,40.13,1000,40130.0,5,20.07,0.8,40104.13
2025-05-23 12:21:00,300233,科大讯飞,买入,16.46,400,6584.0,5,0,0.13,-6589.13
2025-05-27 12:55:00,300233,科大讯飞,卖出,17.35,400,6940.0,5,3.47,0.14,6931.39
2025-05-26 12:21:00,300798,中信证券,买入,26.16,500,13080.0,5,0,0.26,-13085.26
2025-06-11 12:55:00,300798,中信证券,卖出,25.44,500,12720.0,5,6.36,0.25,12708.39
2025-05-27 10:48:00,300170,中际旭创,买入,19.48,300,5844.0,5,0,0.12,-5849.12
2025-06-11 12:19:00,300170,中际旭创,卖出,18.81,300,5643.0,5,2.82,0.11,5635.07
2025-05-28 13:21:00,300604,中芯国际,买入,23.37,200,4674.0,5,0,0.09,-4679.09
2025-06-12 11:08:00,300604,中芯国际,卖出,22.55,200,4510.0,5,2.25,0.09,4502.66
2025-05-30 10:33:00,300850,京东方A,买入,51.61,600,30966.0,5,0,0.62,-30971.62
2025-06-16 13:08:00,300850,京东方A,卖出,49.83,600,29898.0,5,14.95,0.6,29877.45
2025-06-02 09:06:00,300712,新易盛,买入,49.73,800,39784.0,5,0,0.8,-39789.8
2025-06-16 11:31:00,300712,新易盛,卖出,48.14,800,38512.0,5,19.26,0.77,38486.97
2025-06-02 12:33:00,300399,寒武纪,买入,38.05,600,22830.0,5,0,0.46,-22835.46
2025-06-03 11:55:00,300399,寒武纪,卖出,39.83,600,23898.0,5,11.95,0.48,23880.57
2025-06-03 11:21:00,300529,平安银行,买入,26.97,500,13485.0,5,0,0.27,-13490.27
2025-06-05 10:19:00,300529,平安银行,卖出,28.36,500,14180.0,5,7.09,0.28,14167.63
2025-06-05 10:48:00,300366,招商银行,买入,15.9,500,7950.0,5,0,0.16,-7955.16
2025-06-06 11:55:00,300366,招商银行,卖出,16.77,500,8385.0,5,4.19,0.17,8375.64
2025-06-06 12:21:00,300257,隆基绿能,买入,15.71,200,3142.0,5,0,0.06,-3147.06
2025-06-09 13:55:00,300257,隆基绿能,卖出,16.53,200,3306.0,5,1.65,0.07,3299.28
2025-06-06 12:06:00,300821,中芯国际,买入,29.19,600,17514.0,5,0,0.35,-17519.35
2025-06-09 13:55:00,300821,中芯国际,卖出,30.52,600,18312.0,5,9.16,0.37,18297.47
2025-06-09 10:48:00,300279,中芯国际,买入,37.57,200,7514.0,5,0,0.15,-7519.15
2025-06-24 13:31:00,300279,中芯国际,卖出,36.29,200,7258.0,5,3.63,0.15,7249.22
2025-06-11 12:06:00,300690,迈瑞医疗,买入,22.3,400,8920.0,5,0,0.18,-8925.18
2025-06-30 10:31:00,300690,迈瑞医疗,卖出,21.64,400,8656.0,5,4.33,0.17,8646.5
2025-06-12 14:06:00,300873,迈瑞医疗,买入,28.04,600,16824.0,5,0,0.34,-16829.34
2025-06-13 12:55:00,300873,迈瑞医疗,卖出,29.46,600,17676.0,5,8.84,0.35,17661.81
2025-06-12 09:33:00,300139,中际旭创,买入,37.16,1000,37160.0,5,0,0.74,-37165.74
2025-07-01 14:19:00,300139,中际旭创,卖出,36.1,1000,36100.0,5,18.05,0.72,36076.23
2025-06-16 14:06:00,300728,比亚迪,买入,35.5,1000,35500.0,5,0,0.71,-35505.71
2025-07-02 13:31:00,300728,比亚迪,卖出,34.6,1000,34600.0,5,17.3,0.69,34577.01
2025-06-13 13:33:00,300510,隆基绿能,买入,49.14,300,14742.0,5,0,0.29,-14747.29
2025-06-27 10:55:00,300510,隆基绿能,卖出,47.61,300,14283.0,5,7.14,0.29,14270.57
2025-06-17 09:21:00,300722,立讯精密,买入,46.08,600,27648.0,5,0,0.55,-27653.55
2025-06-30 14:19:00,300722,立讯精密,卖出,44.75,600,26850.0,5,13.43,0.54,26831.03
2025-06-17 10:33:00,300172,恒瑞医药,买入,28.61,500,14305.0,5,0,0.29,-14310.29
2025-07-04 12:42:00,300172,恒瑞医药,卖出,27.73,500,13865.0,5,6.93,0.28,13852.79
2025-06-18 13:21:00,300586,宁德时代,买入,27.34,400,10936.0,5,0,0.22,-10941.22
2025-07-03 13:42:00,300586,宁德时代,卖出,26.48,400,10592.0,5,5.3,0.21,10581.49
2025-06-19 12:48:00,300096,中芯国际,买入,30.81,400,12324.0,5,0,0.25,-12329.25
2025-07-04 13:42:00,300096,中芯国际,卖出,29.9,400,11960.0,5,5.98,0.24,11948.78
2025-06-23 10:06:00,300454,科大讯飞,买入,38.21,800,30568.0,5,0,0.61,-30573.61
2025-07-04 10:55:00,300454,科大讯飞,卖出,36.99,800,29592.0,5,14.8,0.59,29571.61
2025-06-24 09:06:00,300006,北方华创,买入,42.67,600,25602.0,5,0,0.51,-25607.51
2025-06-25 12:19:00,300006,北方华创,卖出,44.61,600,26766.0,5,13.38,0.54,26747.08
2025-06-24 14:48:00,300179,恒瑞医药,买入,27.76,800,22208.0,5,0,0.44,-22213.44
2025-07-09 10:19:00,300179,恒瑞医药,卖出,26.9,800,21520.0,5,10.76,0.43,21503.81
2025-06-26 09:21:00,300050,京东方A,买入,41.68,200,8336.0,5,0,0.17,-8341.17
2025-07-16 14:55:00,300050,京东方A,卖出,40.46,200,8092.0,5,4.05,0.16,8082.79
2025-06-27 14:06:00,300046,宁德时代,买入,49.72,200,9944.0,5,0,0.2,-9949.2
2025-06-30 12:19:00,300046,宁德时代,卖出,52.35,200,10470.0,5,5.24,0.21,10459.55
2025-06-27 14:48:00,300317,中际旭创,买入,28.61,500,14305.0,5,0,0.29,-14310.29
2025-06-30 11:19:00,300317,中际旭创,卖出,29.97,500,14985.0,5,7.49,0.3,14972.21
2025-07-01 09:48:00,300596,迈瑞医疗,买入,12.86,200,2572.0,5,0,0.05,-2577.05
2025-07-21 10:42:00,300596,迈瑞医疗,卖出,12.53,200,2506.0,5,1.25,0.05,2499.7
2025-07-01 13:48:00,300869,工业富联,买入,48.29,300,14487.0,5,0,0.29,-14492.29
2025-07-15 12:55:00,300869,工业富联,卖出,47.07,300,14121.0,5,7.06,0.28,14108.66
2025-07-02 14:48:00,300282,工业富联,买入,35.75,200,7150.0,5,0,0.14,-7155.14
2025-07-18 13:08:00,300282,工业富联,卖出,34.52,200,6904.0,5,3.45,0.14,6895.41
2025-07-03 12:33:00,300486,隆基绿能,买入,29.68,300,8904.0,5,0,0.18,-8909.18
