成交日期,证券代码,证券名称,操作,成交价格,成交数量,成交金额,佣金,印花税,过户费,发生金额
2024-11-03 00:35:00,300013,中信证券,卖出,22.31,400,8924.0,5.0,4.46,0.18,8914.36
2024-11-03 05:49:00,300014,海康威视,买入,36.47,400,14588.0,5.0,0,0.29,-14593.29
2024-11-04 08:49:00,300014,海康威视,卖出,39.39,400,15756.0,5.0,7.88,0.32,15742.8
2024-11-04 09:55:00,300015,科大讯飞,买入,19.43,400,7772.0,5.0,0,0.16,-7777.16
2024-11-05 13:55:00,300015,科大讯飞,卖出,20.98,400,8392.0,5.0,4.2,0.17,8382.63
2024-11-06 17:35:00,300016,紫光国微,买入,24.98,400,9992.0,5.0,0,0.2,-9997.2
2024-11-07 20:35:00,300016,紫光国微,卖出,26.98,400,10792.0,5.0,5.4,0.22,10781.38
2024-11-07 22:57:00,300017,北方华创,买入,24.95,400,9980.0,5.0,0,0.2,-9985.2
2024-11-28 00:57:00,300017,北方华创,卖出,23.7,400,9480.0,5.0,4.74,0.19,9470.07
2024-11-29 06:40:00,300018,中际旭创,买入,14.47,400,5788.0,5.0,0,0.12,-5793.12
2024-12-19 07:40:00,300018,中际旭创,卖出,13.75,400,5500.0,5.0,2.75,0.11,5492.14
2024-12-19 12:26:00,300019,万丰奥威,买入,36.12,400,14448.0,5.0,0,0.29,-14453.29
2024-12-20 14:26:00,300019,万丰奥威,卖出,39.01,400,15604.0,5.0,7.8,0.31,15590.89
2024-12-20 17:50:00,300020,工业富联,买入,14.6,400,5840.0,5.0,0,0.12,-5845.12
2025-01-09 20:50:00,300020,工业富联,卖出,13.87,400,5548.0,5.0,2.77,0.11,5540.12
2025-01-10 02:10:00,300021,新易盛,买入,38.13,400,15252.0,5.0,0,0.31,-15257.31
2025-01-30 03:10:00,300021,新易盛,卖出,36.22,400,14488.0,5.0,7.24,0.29,14475.47
2025-01-30 03:30:00,300022,天孚通信,买入,24.8,400,9920.0,5.0,0,0.2,-9925.2
2025-01-31 07:30:00,300022,天孚通信,卖出,26.78,400,10712.0,5.0,5.36,0.21,10701.43
2025-02-01 07:43:00,300023,剑桥科技,买入,23.4,400,9360.0,5.0,0,0.19,-9365.19
2025-02-21 10:43:00,300023,剑桥科技,卖出,22.23,400,8892.0,5.0,4.45,0.18,8882.37
2025-02-21 16:14:00,300024,寒武纪,买入,12.69,400,5076.0,5.0,0,0.1,-5081.1
2025-02-22 20:14:00,300024,寒武纪,卖出,13.71,400,5484.0,5.0,2.74,0.11,5476.15
2025-02-23 21:30:00,300025,东方财富,买入,19.74,400,7896.0,5.0,0,0.16,-7901.16
2025-02-24 23:30:00,300025,东方财富,卖出,21.32,400,8528.0,5.0,4.26,0.17,8518.57
2025-02-25 05:05:00,300026,中芯国际,买入,41.66,400,16664.0,5.0,0,0.33,-16669.33
2025-02-26 08:05:00,300026,中芯国际,卖出,44.99,400,17996.0,5.0,9.0,0.36,17981.64
2025-02-27 12:30:00,300027,比亚迪,买入,21.3,400,8520.0,5.0,0,0.17,-8525.17
2025-02-28 15:30:00,300027,比亚迪,卖出,23.0,400,9200.0,5.0,4.6,0.18,9190.22
2025-02-28 17:02:00,300028,恒瑞医药,买入,19.12,400,7648.0,5.0,0,0.15,-7653.15
2025-03-20 21:02:00,300028,恒瑞医药,卖出,18.16,400,7264.0,5.0,3.63,0.15,7255.22
2025-03-20 21:09:00,300029,中国平安,买入,46.47,400,18588.0,5.0,0,0.37,-18593.37
2025-04-09 23:09:00,300029,中国平安,卖出,44.15,400,17660.0,5.0,8.83,0.35,17645.82
2025-04-10 04:36:00,300030,京东方A,买入,12.86,400,5144.0,5.0,0,0.1,-5149.1
2025-04-30 05:36:00,300030,京东方A,卖出,12.22,400,4888.0,5.0,2.44,0.1,4880.46
2025-05-01 09:14:00,300031,宁德时代,买入,38.93,400,15572.0,5.0,0,0.31,-15577.31
2025-05-21 13:14:00,300031,宁德时代,卖出,36.98,400,14792.0,5.0,7.4,0.3,14779.3
2025-05-22 17:14:00,300032,迈瑞医疗,买入,19.67,400,7868.0,5.0,0,0.16,-7873.16
2025-06-11 18:14:00,300032,迈瑞医疗,卖出,18.69,400,7476.0,5.0,3.74,0.15,7467.11
2025-06-12 23:35:00,300033,隆基绿能,买入,47.7,400,19080.0,5.0,0,0.38,-19085.38
2025-07-03 00:35:00,300033,隆基绿能,卖出,45.31,400,18124.0,5.0,9.06,0.36,18109.58
2025-07-04 03:45:00,300034,平安银行,买入,42.76,400,17104.0,5.0,0,0.34,-17109.34
2025-07-24 07:45:00,300034,平安银行,卖出,40.62,400,16248.0,5.0,8.12,0.32,16234.56
2025-07-24 13:31:00,300035,立讯精密,买入,37.04,400,14816.0,5.0,0,0.3,-14821.3
2025-08-13 16:31:00,300035,立讯精密,卖出,35.19,400,14076.0,5.0,7.04,0.28,14063.68
2025-08-13 20:37:00,300036,招商银行,买入,15.77,400,6308.0,5.0,0,0.13,-6313.13
2025-09-02 23:37:00,300036,招商银行,卖出,14.98,400,5992.0,5.0,3.0,0.12,5983.88
2025-09-03 01:00:00,300037,中信证券,买入,45.85,400,18340.0,5.0,0,0.37,-18345.37
2025-09-23 03:00:00,300037,中信证券,卖出,43.56,400,17424.0,5.0,8.71,0.35,17409.94
2025-09-23 07:20:00,300038,海康威视,买入,13.48,400,5392.0,5.0,0,0.11,-5397.11
2025-10-13 11:20:00,300038,海康威视,卖出,12.81,400,5124.0,5.0,2.56,0.1,5116.34
2025-10-13 11:43:00,300039,科大讯飞,买入,20.97,400,8388.0,5.0,0,0.17,-8393.17
2025-10-14 14:43:00,300039,科大讯飞,卖出,22.65,400,9060.0,5.0,4.53,0.18,9050.29
2025-10-14 14:58:00,300040,紫光国微,买入,12.38,400,4952.0,5.0,0,0.1,-4957.1
2025-10-15 15:58:00,300040,紫光国微,卖出,13.37,400,5348.0,5.0,2.67,0.11,5340.22
2025-10-15 21:29:00,300041,北方华创,买入,46.45,400,18580.0,5.0,0,0.37,-18585.37
2025-10-16 22:29:00,300041,北方华创,卖出,50.17,400,20068.0,5.0,10.03,0.4,20052.57
2025-10-17 00:11:00,300042,中际旭创,买入,39.08,400,15632.0,5.0,0,0.31,-15637.31
2025-11-06 04:11:00,300042,中际旭创,卖出,37.13,400,14852.0,5.0,7.43,0.3,14839.27
2025-11-06 06:44:00,300043,万丰奥威,买入,39.14,400,15656.0,5.0,0,0.31,-15661.31
2025-11-07 10:44:00,300043,万丰奥威,卖出,42.27,400,16908.0,5.0,8.45,0.34,16894.21
2025-11-07 15:32:00,300044,工业富联,买入,22.38,400,8952.0,5.0,0,0.18,-8957.18
2025-11-27 17:32:00,300044,工业富联,卖出,21.26,400,8504.0,5.0,4.25,0.17,8494.58
2025-11-28 21:14:00,300045,新易盛,买入,29.52,400,11808.0,5.0,0,0.24,-11813.24
2025-11-30 00:14:00,300045,新易盛,卖出,31.88,400,12752.0,5.0,6.38,0.26,12740.36
2025-12-01 04:42:00,300046,天孚通信,买入,32.36,400,12944.0,5.0,0,0.26,-12949.26
2025-12-02 05:42:00,300046,天孚通信,卖出,34.95,400,13980.0,5.0,6.99,0.28,13967.73
2025-12-02 06:46:00,300047,剑桥科技,买入,38.91,400,15564.0,5.0,0,0.31,-15569.31
2025-12-22 09:46:00,300047,剑桥科技,卖出,36.96,400,14784.0,5.0,7.39,0.3,14771.31
2025-12-22 14:21:00,300048,寒武纪,买入,47.59,400,19036.0,5.0,0,0.38,-19041.38
2026-01-11 16:21:00,300048,寒武纪,卖出,45.21,400,18084.0,5.0,9.04,0.36,18069.6
2026-01-11 16:25:00,300049,东方财富,买入,39.47,400,15788.0,5.0,0,0.32,-15793.32
2026-01-31 17:25:00,300049,东方财富,卖出,37.5,400,15000.0,5.0,7.5,0.3,14987.2
2026-01-31 17:27:00,300050,中芯国际,买入,23.93,400,9572.0,5.0,0,0.19,-9577.19
2026-02-20 20:27:00,300050,中芯国际,卖出,22.73,400,9092.0,5.0,4.55,0.18,9082.27
2026-02-21 00:42:00,300051,比亚迪,买入,33.56,400,13424.0,5.0,0,0.27,-13429.27
2026-03-13 03:42:00,300051,比亚迪,卖出,31.88,400,12752.0,5.0,6.38,0.26,12740.36
2026-03-14 05:16:00,300052,恒瑞医药,买入,12.5,400,5000.0,5.0,0,0.1,-5005.1
2026-04-03 07:16:00,300052,恒瑞医药,卖出,11.88,400,4752.0,5.0,2.38,0.1,4744.52
2026-04-04 09:06:00,300053,中国平安,买入,44.23,400,17692.0,5.0,0,0.35,-17697.35
2026-04-24 13:06:00,300053,中国平安,卖出,42.02,400,16808.0,5.0,8.4,0.34,16794.26
2026-04-25 14:12:00,300054,京东方A,买入,31.4,400,12560.0,5.0,0,0.25,-12565.25
2026-05-15 15:12:00,300054,京东方A,卖出,29.83,400,11932.0,5.0,5.97,0.24,11920.79
2026-05-16 17:39:00,300055,宁德时代,买入,24.89,400,9956.0,5.0,0,0.2,-9961.2
2026-06-05 21:39:00,300055,宁德时代,卖出,23.65,400,9460.0,5.0,4.73,0.19,9450.08
2026-06-07 02:42:00,300056,迈瑞医疗,买入,15.02,400,6008.0,5.0,0,0.12,-6013.12
2026-06-08 03:42:00,300056,迈瑞医疗,卖出,16.22,400,6488.0,5.0,3.24,0.13,6479.63
2026-06-08 07:28:00,300057,隆基绿能,买入,36.2,400,14480.0,5.0,0,0.29,-14485.29
2026-06-28 10:28:00,300057,隆基绿能,卖出,34.39,400,13756.0,5.0,6.88,0.28,13743.84
2026-06-28 11:40:00,300058,平安银行,买入,31.52,400,12608.0,5.0,0,0.25,-12613.25
2026-06-29 13:40:00,300058,平安银行,卖出,34.04,400,13616.0,5.0,6.81,0.27,13603.92
2026-06-30 15:07:00,300059,立讯精密,买入,35.78,400,14312.0,5.0,0,0.29,-14317.29
2026-07-01 17:07:00,300059,立讯精密,卖出,38.64,400,15456.0,5.0,7.73,0.31,15442.96
2026-07-02 20:22:00,300060,招商银行,买入,19.87,400,7948.0,5.0,0,0.16,-7953.16
2026-07-22 21:22:00,300060,招商银行,卖出,18.88,400,7552.0,5.0,3.78,0.15,7543.07
2026-07-24 01:28:00,300061,中信证券,买入,21.13,400,8452.0,5.0,0,0.17,-8457.17
2026-08-13 02:28:00,300061,中信证券,卖出,20.07,400,8028.0,5.0,4.01,0.16,8018.83
2026-08-13 03:16:00,300062,海康威视,买入,24.77,400,9908.0,5.0,0,0.2,-9913.2
2026-09-02 05:16:00,300062,海康威视,卖出,23.53,400,9412.0,5.0,4.71,0.19,9402.1
2026-09-02 08:47:00,300063,科大讯飞,买入,29.78,400,11912.0,5.0,0,0.24,-11917.24
2026-09-22 12:47:00,300063,科大讯飞,卖出,28.29,400,11316.0,5.0,5.66,0.23,11305.11
2026-09-22 15:50:00,300064,紫光国微,买入,44.4,400,17760.0,5.0,0,0.36,-17765.36
2026-09-23 17:50:00,300064,紫光国微,卖出,47.95,400,19180.0,5.0,9.59,0.38,19165.03
2026-09-24 18:14:00,300065,北方华创,买入,23.06,400,9224.0,5.0,0,0.18,-9229.18
2026-09-25 21:14:00,300065,北方华创,卖出,24.9,400,9960.0,5.0,4.98,0.2,9949.82
2026-09-26 23:41:00,300066,中际旭创,买入,29.1,400,11640.0,5.0,0,0.23,-11645.23
2026-10-17 03:41:00,300066,中际旭创,卖出,27.64,400,11056.0,5.0,5.53,0.22,11045.25
2026-10-17 04:59:00,300067,万丰奥威,买入,40.67,400,16268.0,5.0,0,0.33,-16273.33
2026-11-06 06:59:00,300067,万丰奥威,卖出,38.64,400,15456.0,5.0,7.73,0.31,15442.96
2026-11-06 11:46:00,300068,工业富联,买入,16.68,400,6672.0,5.0,0,0.13,-6677.13
2026-11-07 12:46:00,300068,工业富联,卖出,18.01,400,7204.0,5.0,3.6,0.14,7195.26
2026-11-08 12:49:00,300069,新易盛,买入,16.65,400,6660.0,5.0,0,0.13,-6665.13
2026-11-28 16:49:00,300069,新易盛,卖出,15.82,400,6328.0,5.0,3.16,0.13,6319.71
2026-11-28 17:21:00,300070,天孚通信,买入,19.41,400,7764.0,5.0,0,0.16,-7769.16
2026-11-29 18:21:00,300070,天孚通信,卖出,20.96,400,8384.0,5.0,4.19,0.17,8374.64
2026-11-29 18:59:00,300071,剑桥科技,买入,22.69,400,9076.0,5.0,0,0.18,-9081.18
2026-11-30 19:59:00,300071,剑桥科技,卖出,24.51,400,9804.0,5.0,4.9,0.2,9793.9
2026-11-30 23:06:00,300072,寒武纪,买入,39.38,400,15752.0,5.0,0,0.32,-15757.32
2026-12-21 01:06:00,300072,寒武纪,卖出,37.41,400,14964.0,5.0,7.48,0.3,14951.22
2026-12-21 05:11:00,300073,东方财富,买入,26.28,400,10512.0,5.0,0,0.21,-10517.21
2027-01-10 09:11:00,300073,东方财富,卖出,24.97,400,9988.0,5.0,4.99,0.2,9977.81
2027-01-11 11:24:00,300074,中芯国际,买入,31.96,400,12784.0,5.0,0,0.26,-12789.26
2027-01-31 14:24:00,300074,中芯国际,卖出,30.36,400,12144.0,5.0,6.07,0.24,12132.69
2027-01-31 16:49:00,300075,比亚迪,买入,19.1,400,7640.0,5.0,0,0.15,-7645.15
2027-02-01 18:49:00,300075,比亚迪,卖出,20.63,400,8252.0,5.0,4.13,0.17,8242.7
2027-02-02 22:09:00,300076,恒瑞医药,买入,36.83,400,14732.0,5.0,0,0.29,-14737.29
2027-02-22 23:09:00,300076,恒瑞医药,卖出,34.99,400,13996.0,5.0,7.0,0.28,13983.72
2027-02-23 02:48:00,300077,中国平安,买入,27.07,400,10828.0,5.0,0,0.22,-10833.22
2027-03-15 03:48:00,300077,中国平安,卖出,25.72,400,10288.0,5.0,5.14,0.21,10277.65
2027-03-15 08:01:00,300078,京东方A,买入,18.26,400,7304.0,5.0,0,0.15,-7309.15
2027-04-04 11:01:00,300078,京东方A,卖出,17.35,400,6940.0,5.0,3.47,0.14,6931.39
2027-04-04 13:05:00,300079,宁德时代,买入,47.07,400,18828.0,5.0,0,0.38,-18833.38
2027-04-24 15:05:00,300079,宁德时代,卖出,44.72,400,17888.0,5.0,8.94,0.36,17873.7
2027-04-25 17:15:00,300080,迈瑞医疗,买入,23.33,400,9332.0,5.0,0,0.19,-9337.19
2027-04-26 21:15:00,300080,迈瑞医疗,卖出,25.2,400,10080.0,5.0,5.04,0.2,10069.76
2027-04-28 01:56:00,300081,隆基绿能,买入,33.03,400,13212.0,5.0,0,0.26,-13217.26
2027-04-29 02:56:00,300081,隆基绿能,卖出,35.67,400,14268.0,5.0,7.13,0.29,14255.58
2027-04-30 08:02:00,300082,平安银行,买入,22.8,400,9120.0,5.0,0,0.18,-9125.18
2027-05-01 10:02:00,300082,平安银行,卖出,24.62,400,9848.0,5.0,4.92,0.2,9837.88
2027-05-02 10:08:00,300083,立讯精密,买入,25.38,400,10152.0,5.0,0,0.2,-10157.2
2027-05-22 12:08:00,300083,立讯精密,卖出,24.11,400,9644.0,5.0,4.82,0.19,9633.99
2027-05-23 14:46:00,300084,招商银行,买入,33.59,400,13436.0,5.0,0,0.27,-13441.27
2027-05-24 16:46:00,300084,招商银行,卖出,36.28,400,14512.0,5.0,7.26,0.29,14499.45
2027-05-25 18:29:00,300085,中信证券,买入,21.74,400,8696.0,5.0,0,0.17,-8701.17
2027-06-14 21:29:00,300085,中信证券,卖出,20.65,400,8260.0,5.0,4.13,0.17,8250.7
2027-06-15 23:32:00,300086,海康威视,买入,14.86,400,5944.0,5.0,0,0.12,-5949.12
2027-07-06 00:32:00,300086,海康威视,卖出,14.12,400,5648.0,5.0,2.82,0.11,5640.07
2027-07-07 02:34:00,300087,科大讯飞,买入,14.96,400,5984.0,5.0,0,0.12,-5989.12
2027-07-27 03:34:00,300087,科大讯飞,卖出,14.21,400,5684.0,5.0,2.84,0.11,5676.05
2027-07-28 05:14:00,300088,紫光国微,买入,18.56,400,7424.0,5.0,0,0.15,-7429.15
2027-08-17 08:14:00,300088,紫光国微,卖出,17.63,400,7052.0,5.0,3.53,0.14,7043.33
2027-08-17 13:42:00,300089,北方华创,买入,39.17,400,15668.0,5.0,0,0.31,-15673.31
2027-08-18 17:42:00,300089,北方华创,卖出,42.3,400,16920.0,5.0,8.46,0.34,16906.2
2027-08-18 17:46:00,300090,中际旭创,买入,33.05,400,13220.0,5.0,0,0.26,-13225.26
2027-08-19 19:46:00,300090,中际旭创,卖出,35.69,400,14276.0,5.0,7.14,0.29,14263.57
2027-08-19 22:23:00,300091,万丰奥威,买入,13.78,400,5512.0,5.0,0,0.11,-5517.11
2027-09-09 00:23:00,300091,万丰奥威,卖出,13.09,400,5236.0,5.0,2.62,0.1,5228.28
2027-09-10 01:25:00,300092,工业富联,买入,42.59,400,17036.0,5.0,0,0.34,-17041.34
2027-09-30 04:25:00,300092,工业富联,卖出,40.46,400,16184.0,5.0,8.09,0.32,16170.59
2027-10-01 04:47:00,300093,新易盛,买入,19.57,400,7828.0,5.0,0,0.16,-7833.16
2027-10-21 06:47:00,300093,新易盛,卖出,18.59,400,7436.0,5.0,3.72,0.15,7427.13
2027-10-21 11:53:00,300094,天孚通信,买入,17.92,400,7168.0,5.0,0,0.14,-7173.14
2027-10-22 14:53:00,300094,天孚通信,卖出,19.35,400,7740.0,5.0,3.87,0.15,7730.98
2027-10-23 19:40:00,300095,剑桥科技,买入,43.03,400,17212.0,5.0,0,0.34,-17217.34
2027-11-12 21:40:00,300095,剑桥科技,卖出,40.88,400,16352.0,5.0,8.18,0.33,16338.49
2027-11-12 22:51:00,300096,寒武纪,买入,36.62,400,14648.0,5.0,0,0.29,-14653.29
2027-12-03 02:51:00,300096,寒武纪,卖出,34.79,400,13916.0,5.0,6.96,0.28,13903.76
2027-12-03 04:38:00,300097,东方财富,买入,21.85,400,8740.0,5.0,0,0.17,-8745.17
2027-12-04 07:38:00,300097,东方财富,卖出,23.6,400,9440.0,5.0,4.72,0.19,9430.09
2027-12-05 13:25:00,300098,中芯国际,买入,27.3,400,10920.0,5.0,0,0.22,-10925.22
2027-12-06 15:25:00,300098,中芯国际,卖出,29.48,400,11792.0,5.0,5.9,0.24,11780.86
2027-12-07 17:15:00,300099,比亚迪,买入,40.1,400,16040.0,5.0,0,0.32,-16045.32
2027-12-27 18:15:00,300099,比亚迪,卖出,38.09,400,15236.0,5.0,7.62,0.3,15223.08
2027-12-28 18:45:00,300100,恒瑞医药,买入,25.37,400,10148.0,5.0,0,0.2,-10153.2
2028-01-17 20:45:00,300100,恒瑞医药,卖出,24.1,400,9640.0,5.0,4.82,0.19,9629.99
2028-01-18 00:07:00,300101,中国平安,买入,40.2,400,16080.0,5.0,0,0.32,-16085.32
2028-02-07 03:07:00,300101,中国平安,卖出,38.19,400,15276.0,5.0,7.64,0.31,15263.05
2028-02-07 04:08:00,300102,京东方A,买入,28.71,400,11484.0,5.0,0,0.23,-11489.23
2028-02-08 06:08:00,300102,京东方A,卖出,31.01,400,12404.0,5.0,6.2,0.25,12392.55
2028-02-09 08:25:00,300103,宁德时代,买入,14.85,400,5940.0,5.0,0,0.12,-5945.12
2028-02-29 09:25:00,300103,宁德时代,卖出,14.11,400,5644.0,5.0,2.82,0.11,5636.07
2028-03-01 12:06:00,300104,迈瑞医疗,买入,37.88,400,15152.0,5.0,0,0.3,-15157.3
2028-03-21 16:06:00,300104,迈瑞医疗,卖出,35.99,400,14396.0,5.0,7.2,0.29,14383.51
2028-03-22 16:13:00,300105,隆基绿能,买入,38.78,400,15512.0,5.0,0,0.31,-15517.31
2028-03-23 19:13:00,300105,隆基绿能,卖出,41.88,400,16752.0,5.0,8.38,0.34,16738.28
2028-03-23 23:29:00,300106,平安银行,买入,28.7,400,11480.0,5.0,0,0.23,-11485.23
2028-04-13 00:29:00,300106,平安银行,卖出,27.26,400,10904.0,5.0,5.45,0.22,10893.33
2028-04-13 04:56:00,300107,立讯精密,买入,12.41,400,4964.0,5.0,0,0.1,-4969.1
2028-05-03 07:56:00,300107,立讯精密,卖出,11.79,400,4716.0,5.0,2.36,0.09,4708.55
2028-05-04 11:34:00,300108,招商银行,买入,43.75,400,17500.0,5.0,0,0.35,-17505.35
2028-05-05 12:34:00,300108,招商银行,卖出,47.25,400,18900.0,5.0,9.45,0.38,18885.17
2028-05-06 16:46:00,300109,中信证券,买入,40.53,400,16212.0,5.0,0,0.32,-16217.32
2028-05-07 19:46:00,300109,中信证券,卖出,43.77,400,17508.0,5.0,8.75,0.35,17493.9
2028-05-08 01:13:00,300110,海康威视,买入,40.76,400,16304.0,5.0,0,0.33,-16309.33
2028-05-28 02:13:00,300110,海康威视,卖出,38.72,400,15488.0,5.0,7.74,0.31,15474.95
2028-05-28 04:40:00,300111,科大讯飞,买入,35.86,400,14344.0,5.0,0,0.29,-14349.29
2028-06-17 05:40:00,300111,科大讯飞,卖出,34.07,400,13628.0,5.0,6.81,0.27,13615.92
2028-06-18 10:00:00,300112,紫光国微,买入,28.25,400,11300.0,5.0,0,0.23,-11305.23
2028-07-08 11:00:00,300112,紫光国微,卖出,26.84,400,10736.0,5.0,5.37,0.21,10725.42
2028-07-09 15:19:00,300113,北方华创,买入,28.17,400,11268.0,5.0,0,0.23,-11273.23
2028-07-10 19:19:00,300113,北方华创,卖出,30.42,400,12168.0,5.0,6.08,0.24,12156.68
2028-07-11 23:03:00,300114,中际旭创,买入,42.07,400,16828.0,5.0,0,0.34,-16833.34
2028-08-01 02:03:00,300114,中际旭创,卖出,39.97,400,15988.0,5.0,7.99,0.32,15974.69
2028-08-01 03:29:00,300115,万丰奥威,买入,36.3,400,14520.0,5.0,0,0.29,-14525.29
2028-08-21 07:29:00,300115,万丰奥威,卖出,34.48,400,13792.0,5.0,6.9,0.28,13779.82
2028-08-21 12:05:00,300116,工业富联,买入,20.49,400,8196.0,5.0,0,0.16,-8201.16
2028-08-22 15:05:00,300116,工业富联,卖出,22.13,400,8852.0,5.0,4.43,0.18,8842.39
2028-08-23 19:05:00,300117,新易盛,买入,25.65,400,10260.0,5.0,0,0.21,-10265.21
2028-08-24 22:05:00,300117,新易盛,卖出,27.7,400,11080.0,5.0,5.54,0.22,11069.24
2028-08-25 23:32:00,300118,天孚通信,买入,19.93,400,7972.0,5.0,0,0.16,-7977.16
2028-09-15 02:32:00,300118,天孚通信,卖出,18.93,400,7572.0,5.0,3.79,0.15,7563.06
2028-09-16 06:00:00,300119,剑桥科技,买入,43.42,400,17368.0,5.0,0,0.35,-17373.35
2028-09-17 08:00:00,300119,剑桥科技,卖出,46.89,400,18756.0,5.0,9.38,0.38,18741.24
2028-09-18 13:10:00,300120,寒武纪,买入,27.55,400,11020.0,5.0,0,0.22,-11025.22
2028-09-19 14:10:00,300120,寒武纪,卖出,29.75,400,11900.0,5.0,5.95,0.24,11888.81
2028-09-20 18:52:00,300121,东方财富,买入,27.02,400,10808.0,5.0,0,0.22,-10813.22
2028-09-21 21:52:00,300121,东方财富,卖出,29.18,400,11672.0,5.0,5.84,0.23,11660.93
2028-09-21 23:35:00,300122,中芯国际,买入,23.99,400,9596.0,5.0,0,0.19,-9601.19
2028-10-12 02:35:00,300122,中芯国际,卖出,22.79,400,9116.0,5.0,4.56,0.18,9106.26
2028-10-12 03:44:00,300123,比亚迪,买入,19.52,400,7808.0,5.0,0,0.16,-7813.16
2028-11-01 04:44:00,300123,比亚迪,卖出,18.54,400,7416.0,5.0,3.71,0.15,7407.14
2028-11-01 06:14:00,300124,恒瑞医药,买入,25.99,400,10396.0,5.0,0,0.21,-10401.21
2028-11-02 07:14:00,300124,恒瑞医药,卖出,28.07,400,11228.0,5.0,5.61,0.22,11217.17
2028-11-03 10:54:00,300125,中国平安,买入,32.44,400,12976.0,5.0,0,0.26,-12981.26
2028-11-23 12:54:00,300125,中国平安,卖出,30.82,400,12328.0,5.0,6.16,0.25,12316.59
2028-11-24 16:19:00,300126,京东方A,买入,31.8,400,12720.0,5.0,0,0.25,-12725.25
2028-12-14 18:19:00,300126,京东方A,卖出,30.21,400,12084.0,5.0,6.04,0.24,12072.72
2028-12-15 00:03:00,300127,宁德时代,买入,27.54,400,11016.0,5.0,0,0.22,-11021.22
2029-01-04 01:03:00,300127,宁德时代,卖出,26.16,400,10464.0,5.0,5.23,0.21,10453.56
2029-01-04 04:17:00,300128,迈瑞医疗,买入,37.28,400,14912.0,5.0,0,0.3,-14917.3
2029-01-24 06:17:00,300128,迈瑞医疗,卖出,35.42,400,14168.0,5.0,7.08,0.28,14155.64
2029-01-25 06:52:00,300129,隆基绿能,买入,17.97,400,7188.0,5.0,0,0.14,-7193.14
2029-02-14 08:52:00,300129,隆基绿能,卖出,17.07,400,6828.0,5.0,3.41,0.14,6819.45
2029-02-14 12:00:00,300130,平安银行,买入,33.13,400,13252.0,5.0,0,0.27,-13257.27
2029-03-06 16:00:00,300130,平安银行,卖出,31.47,400,12588.0,5.0,6.29,0.25,12576.46
2029-03-07 19:39:00,300131,立讯精密,买入,17.73,400,7092.0,5.0,0,0.14,-7097.14
2029-03-08 23:39:00,300131,立讯精密,卖出,19.15,400,7660.0,5.0,3.83,0.15,7651.02
