成交日期,证券代码,证券名称,操作,成交价格,成交数量,成交金额,佣金,印花税,过户费,发生金额
2025-02-20 13:48:00,300052,海康威视,买入,19.74,1000,19740.0,5,0,0.39,-19745.39
2025-02-24 12:08:00,300052,海康威视,卖出,21.69,1000,21690.0,5,10.85,0.43,21673.72
2025-02-21 11:48:00,300664,天孚通信,买入,28.88,400,11552.0,5,0,0.23,-11557.23
2025-02-25 13:31:00,300664,天孚通信,卖出,27.85,400,11140.0,5,5.57,0.22,11129.21
2025-02-25 10:06:00,300135,寒武纪,买入,27.58,800,22064.0,5,0,0.44,-22069.44
2025-02-27 14:08:00,300135,寒武纪,卖出,26.39,800,21112.0,5,10.56,0.42,21096.02
2025-02-26 10:48:00,300845,中际旭创,买入,11.49,1000,11490.0,5,0,0.23,-11495.23
2025-02-27 10:08:00,300845,中际旭创,卖出,11.04,1000,11040.0,5,5.52,0.22,11029.26
2025-02-26 10:33:00,300420,迈瑞医疗,买入,25.43,800,20344.0,5,0,0.41,-20349.41
2025-02-28 12:42:00,300420,迈瑞医疗,卖出,27.97,800,22376.0,5,11.19,0.45,22359.36
2025-02-27 12:21:00,300153,中芯国际,买入,36.01,800,28808.0,5,0,0.58,-28813.58
2025-03-03 14:55:00,300153,中芯国际,卖出,34.5,800,27600.0,5,13.8,0.55,27580.65
2025-02-27 11:21:00,300427,比亚迪,买入,41.83,300,12549.0,5,0,0.25,-12554.25
2025-03-04 13:19:00,300427,比亚迪,卖出,45.88,300,13764.0,5,6.88,0.28,13751.84
2025-02-28 12:21:00,300383,剑桥科技,买入,25.87,800,20696.0,5,0,0.41,-20701.41
2025-03-03 13:42:00,300383,剑桥科技,卖出,28.57,800,22856.0,5,11.43,0.46,22839.11
2025-03-03 13:06:00,300538,新易盛,买入,42.34,1000,42340.0,5,0,0.85,-42345.85
2025-03-05 10:08:00,300538,新易盛,卖出,46.52,1000,46520.0,5,23.26,0.93,46490.81
2025-03-05 14:33:00,300662,天孚通信,买入,38.02,400,15208.0,5,0,0.3,-15213.3
2025-03-10 14:08:00,300662,天孚通信,卖出,41.91,400,16764.0,5,8.38,0.34,16750.28
2025-03-05 14:06:00,300547,隆基绿能,买入,16.13,600,9678.0,5,0,0.19,-9683.19
2025-03-10 14:42:00,300547,隆基绿能,卖出,15.48,600,9288.0,5,4.64,0.19,9278.17
2025-03-06 12:33:00,300756,中际旭创,买入,44.37,200,8874.0,5,0,0.18,-8879.18
2025-03-11 12:31:00,300756,中际旭创,卖出,42.43,200,8486.0,5,4.24,0.17,8476.59
2025-03-07 14:21:00,300472,恒瑞医药,买入,42.49,300,12747.0,5,0,0.25,-12752.25
2025-03-12 12:55:00,300472,恒瑞医药,卖出,40.87,300,12261.0,5,6.13,0.25,12249.62
2025-03-11 10:06:00,300065,工业富联,买入,30.93,1000,30930.0,5,0,0.62,-30935.62
2025-03-13 11:19:00,300065,工业富联,卖出,29.81,1000,29810.0,5,14.91,0.6,29789.49
2025-03-12 10:06:00,300103,立讯精密,买入,24.39,500,12195.0,5,0,0.24,-12200.24
2025-03-17 12:08:00,300103,立讯精密,卖出,26.93,500,13465.0,5,6.73,0.27,13453.0
2025-03-13 09:33:00,300515,中国平安,买入,18.12,200,3624.0,5,0,0.07,-3629.07
2025-03-18 14:55:00,300515,中国平安,卖出,17.39,200,3478.0,5,1.74,0.07,3471.19
2025-03-13 12:21:00,300561,中信证券,买入,46.8,800,37440.0,5,0,0.75,-37445.75
2025-03-14 11:19:00,300561,中信证券,卖出,51.47,800,41176.0,5,20.59,0.82,41149.59
2025-03-14 09:06:00,300889,新易盛,买入,31.37,400,12548.0,5,0,0.25,-12553.25
2025-03-17 11:42:00,300889,新易盛,卖出,34.5,400,13800.0,5,6.9,0.28,13787.82
2025-03-17 09:33:00,300021,紫光国微,买入,17.43,300,5229.0,5,0,0.1,-5234.1
2025-03-18 14:55:00,300021,紫光国微,卖出,16.65,300,4995.0,5,2.5,0.1,4987.4
2025-03-18 10:06:00,300869,宁德时代,买入,22.93,200,4586.0,5,0,0.09,-4591.09
2025-03-20 10:42:00,300869,宁德时代,卖出,21.92,200,4384.0,5,2.19,0.09,4376.72
2025-03-19 10:21:00,300760,天孚通信,买入,45.78,800,36624.0,5,0,0.73,-36629.73
2025-03-20 10:31:00,300760,天孚通信,卖出,50.25,800,40200.0,5,20.1,0.8,40174.1
2025-03-20 11:48:00,300251,立讯精密,买入,37.54,600,22524.0,5,0,0.45,-22529.45
2025-03-24 14:31:00,300251,立讯精密,卖出,41.21,600,24726.0,5,12.36,0.49,24708.15
2025-03-24 12:06:00,300604,立讯精密,买入,12.39,800,9912.0,5,0,0.2,-9917.2
2025-03-26 12:42:00,300604,立讯精密,卖出,13.57,800,10856.0,5,5.43,0.22,10845.35
2025-03-24 14:06:00,300786,宁德时代,买入,22.68,600,13608.0,5,0,0.27,-13613.27
2025-03-28 14:19:00,300786,宁德时代,卖出,21.87,600,13122.0,5,6.56,0.26,13110.18
2025-03-26 12:21:00,300401,新易盛,买入,13.28,400,5312.0,5,0,0.11,-5317.11
2025-03-31 10:19:00,300401,新易盛,卖出,12.76,400,5104.0,5,2.55,0.1,5096.35
2025-03-26 14:48:00,300792,京东方A,买入,50.01,1000,50010.0,5,0,1.0,-50016.0
2025-03-27 10:42:00,300792,京东方A,卖出,55.01,1000,55010.0,5,27.5,1.1,54976.4
2025-03-27 12:21:00,300005,京东方A,买入,26.25,500,13125.0,5,0,0.26,-13130.26
2025-04-01 13:55:00,300005,京东方A,卖出,28.86,500,14430.0,5,7.21,0.29,14417.5
2025-03-27 12:48:00,300884,海康威视,买入,42.11,500,21055.0,5,0,0.42,-21060.42
2025-03-28 11:19:00,300884,海康威视,卖出,46.26,500,23130.0,5,11.56,0.46,23112.98
2025-03-28 10:06:00,300772,中信证券,买入,11.32,1000,11320.0,5,0,0.23,-11325.23
2025-03-31 14:55:00,300772,中信证券,卖出,12.49,1000,12490.0,5,6.25,0.25,12478.5
2025-04-01 12:06:00,300746,宁德时代,买入,32.26,300,9678.0,5,0,0.19,-9683.19
2025-04-02 13:55:00,300746,宁德时代,卖出,35.6,300,10680.0,5,5.34,0.21,10669.45
2025-04-01 10:33:00,300670,招商银行,买入,36.06,200,7212.0,5,0,0.14,-7217.14
2025-04-04 12:08:00,300670,招商银行,卖出,34.45,200,6890.0,5,3.45,0.14,6881.41
2025-04-02 10:06:00,300123,中芯国际,买入,49.48,800,39584.0,5,0,0.79,-39589.79
2025-04-04 14:55:00,300123,中芯国际,卖出,47.62,800,38096.0,5,19.05,0.76,38071.19
2025-04-04 13:33:00,300018,新易盛,买入,37.62,600,22572.0,5,0,0.45,-22577.45
2025-04-07 11:55:00,300018,新易盛,卖出,41.5,600,24900.0,5,12.45,0.5,24882.05
2025-04-04 14:21:00,300776,隆基绿能,买入,38.81,1000,38810.0,5,0,0.78,-38815.78
2025-04-08 10:31:00,300776,隆基绿能,卖出,42.6,1000,42600.0,5,21.3,0.85,42572.85
2025-04-07 10:06:00,300281,平安银行,买入,15.35,200,3070.0,5,0,0.06,-3075.06
2025-04-09 10:08:00,300281,平安银行,卖出,14.68,200,2936.0,5,1.47,0.06,2929.47
2025-04-09 14:06:00,300243,北方华创,买入,23.67,800,18936.0,5,0,0.38,-18941.38
2025-04-14 12:08:00,300243,北方华创,卖出,22.68,800,18144.0,5,9.07,0.36,18129.57
2025-04-09 13:21:00,300347,北方华创,买入,24.56,200,4912.0,5,0,0.1,-4917.1
2025-04-14 11:55:00,300347,北方华创,卖出,23.56,200,4712.0,5,2.36,0.09,4704.55
2025-04-10 09:48:00,300163,紫光国微,买入,11.13,500,5565.0,5,0,0.11,-5570.11
2025-04-14 14:55:00,300163,紫光国微,卖出,10.64,500,5320.0,5,2.66,0.11,5312.23
2025-04-11 14:48:00,300530,宁德时代,买入,33.01,400,13204.0,5,0,0.26,-13209.26
2025-04-16 11:55:00,300530,宁德时代,卖出,36.39,400,14556.0,5,7.28,0.29,14543.43
2025-04-15 13:21:00,300622,隆基绿能,买入,13.34,500,6670.0,5,0,0.13,-6675.13
2025-04-17 10:55:00,300622,隆基绿能,卖出,14.62,500,7310.0,5,3.66,0.15,7301.19
2025-04-16 12:06:00,300449,比亚迪,买入,30.19,600,18114.0,5,0,0.36,-18119.36
2025-04-22 13:19:00,300449,比亚迪,卖出,29.11,600,17466.0,5,8.73,0.35,17451.92
2025-04-16 11:06:00,300381,新易盛,买入,46.55,1000,46550.0,5,0,0.93,-46555.93
2025-04-17 14:19:00,300381,新易盛,卖出,44.77,1000,44770.0,5,22.39,0.9,44741.71
2025-04-17 11:33:00,300348,工业富联,买入,38.77,800,31016.0,5,0,0.62,-31021.62
2025-04-18 12:42:00,300348,工业富联,卖出,42.47,800,33976.0,5,16.99,0.68,33953.33
2025-04-21 13:06:00,300379,隆基绿能,买入,45.52,600,27312.0,5,0,0.55,-27317.55
2025-04-24 10:31:00,300379,隆基绿能,卖出,50.15,600,30090.0,5,15.04,0.6,30069.36
2025-04-22 14:21:00,300865,恒瑞医药,买入,23.09,500,11545.0,5,0,0.23,-11550.23
2025-04-23 14:42:00,300865,恒瑞医药,卖出,25.47,500,12735.0,5,6.37,0.25,12723.38
2025-04-22 13:33:00,300144,立讯精密,买入,44.41,500,22205.0,5,0,0.44,-22210.44
2025-04-25 14:55:00,300144,立讯精密,卖出,42.77,500,21385.0,5,10.69,0.43,21368.88
2025-04-23 11:33:00,300243,恒瑞医药,买入,32.1,500,16050.0,5,0,0.32,-16055.32
2025-04-29 14:08:00,300243,恒瑞医药,卖出,30.91,500,15455.0,5,7.73,0.31,15441.96
2025-04-23 12:06:00,300542,中芯国际,买入,21.8,300,6540.0,5,0,0.13,-6545.13
2025-04-29 11:08:00,300542,中芯国际,卖出,20.94,300,6282.0,5,3.14,0.13,6273.73
2025-04-24 12:33:00,300868,中国平安,买入,27.6,300,8280.0,5,0,0.17,-8285.17
2025-04-25 11:55:00,300868,中国平安,卖出,30.43,300,9129.0,5,4.56,0.18,9119.26
2025-04-25 12:33:00,300136,东方财富,买入,46.51,1000,46510.0,5,0,0.93,-46515.93
2025-04-29 13:55:00,300136,东方财富,卖出,44.52,1000,44520.0,5,22.26,0.89,44491.85
2025-04-28 12:48:00,300395,平安银行,买入,30.31,1000,30310.0,5,0,0.61,-30315.61
2025-04-30 10:19:00,300395,平安银行,卖出,33.47,1000,33470.0,5,16.73,0.67,33447.6
2025-04-30 11:21:00,300350,京东方A,买入,15.06,300,4518.0,5,0,0.09,-4523.09
2025-05-02 12:19:00,300350,京东方A,卖出,16.6,300,4980.0,5,2.49,0.1,4972.41
2025-04-30 09:33:00,300536,中国平安,买入,19.54,500,9770.0,5,0,0.2,-9775.2
2025-05-02 13:31:00,300536,中国平安,卖出,21.47,500,10735.0,5,5.37,0.21,10724.42
2025-05-01 12:48:00,300721,剑桥科技,买入,36.32,300,10896.0,5,0,0.22,-10901.22
2025-05-02 12:08:00,300721,剑桥科技,卖出,40.12,300,12036.0,5,6.02,0.24,12024.74
2025-05-05 14:21:00,300404,剑桥科技,买入,11.23,200,2246.0,5,0,0.04,-2251.04
2025-05-09 12:08:00,300404,剑桥科技,卖出,10.82,200,2164.0,5,1.08,0.04,2157.88
2025-05-06 11:33:00,300083,东方财富,买入,25.83,500,12915.0,5,0,0.26,-12920.26
2025-05-07 14:08:00,300083,东方财富,卖出,28.38,500,14190.0,5,7.09,0.28,14177.63
2025-05-06 09:33:00,300829,北方华创,买入,32.91,600,19746.0,5,0,0.39,-19751.39
2025-05-07 10:08:00,300829,北方华创,卖出,36.35,600,21810.0,5,10.9,0.44,21793.66
2025-05-08 14:06:00,300388,紫光国微,买入,11.97,600,7182.0,5,0,0.14,-7187.14
2025-05-09 14:42:00,300388,紫光国微,卖出,13.23,600,7938.0,5,3.97,0.16,7928.87
2025-05-09 12:21:00,300624,万丰奥威,买入,39.72,400,15888.0,5,0,0.32,-15893.32
2025-05-15 12:55:00,300624,万丰奥威,卖出,38.25,400,15300.0,5,7.65,0.31,15287.04
2025-05-09 10:21:00,300479,中国平安,买入,47.29,1000,47290.0,5,0,0.95,-47295.95
2025-05-13 12:55:00,300479,中国平安,卖出,51.95,1000,51950.0,5,25.98,1.04,51917.98
2025-05-12 09:06:00,300685,宁德时代,买入,38.07,600,22842.0,5,0,0.46,-22847.46
2025-05-13 11:19:00,300685,宁德时代,卖出,41.78,600,25068.0,5,12.53,0.5,25049.97
2025-05-13 10:48:00,300758,万丰奥威,买入,34.43,500,17215.0,5,0,0.34,-17220.34
2025-05-14 13:31:00,300758,万丰奥威,卖出,37.74,500,18870.0,5,9.44,0.38,18855.18
2025-05-14 14:21:00,300200,京东方A,买入,47.82,500,23910.0,5,0,0.48,-23915.48
2025-05-20 14:42:00,300200,京东方A,卖出,45.91,500,22955.0,5,11.48,0.46,22938.06
2025-05-16 14:33:00,300888,新易盛,买入,29.24,600,17544.0,5,0,0.35,-17549.35
2025-05-19 14:08:00,300888,新易盛,卖出,32.02,600,19212.0,5,9.61,0.38,19197.01
2025-05-19 12:21:00,300883,北方华创,买入,18.1,500,9050.0,5,0,0.18,-9055.18
2025-05-21 10:31:00,300883,北方华创,卖出,19.94,500,9970.0,5,4.99,0.2,9959.81
2025-05-19 12:21:00,300419,迈瑞医疗,买入,15.08,300,4524.0,5,0,0.09,-4529.09
2025-05-21 11:42:00,300419,迈瑞医疗,卖出,16.54,300,4962.0,5,2.48,0.1,4954.42
2025-05-20 09:06:00,300412,工业富联,买入,11.74,500,5870.0,5,0,0.12,-5875.12
2025-05-22 14:42:00,300412,工业富联,卖出,12.89,500,6445.0,5,3.22,0.13,6436.65
2025-05-21 11:21:00,300384,新易盛,买入,20.06,500,10030.0,5,0,0.2,-10035.2
2025-05-22 14:55:00,300384,新易盛,卖出,22.11,500,11055.0,5,5.53,0.22,11044.25
2025-05-22 14:33:00,300116,京东方A,买入,40.14,500,20070.0,5,0,0.4,-20075.4
2025-05-23 11:31:00,300116,京东方A,卖出,44.14,500,22070.0,5,11.04,0.44,22053.52
2025-05-22 09:06:00,300546,寒武纪,买入,15.31,500,7655.0,5,0,0.15,-7660.15
2025-05-23 14:55:00,300546,寒武纪,卖出,16.8,500,8400.0,5,4.2,0.17,8390.63
2025-05-26 09:06:00,300310,中信证券,买入,21.64,800,17312.0,5,0,0.35,-17317.35
2025-05-27 11:19:00,300310,中信证券,卖出,23.82,800,19056.0,5,9.53,0.38,19041.09
2025-05-26 12:21:00,300439,迈瑞医疗,买入,29.49,600,17694.0,5,0,0.35,-17699.35
2025-05-29 12:42:00,300439,迈瑞医疗,卖出,28.28,600,16968.0,5,8.48,0.34,16954.18
2025-05-28 10:06:00,300683,天孚通信,买入,43.97,400,17588.0,5,0,0.35,-17593.35
2025-05-30 11:42:00,300683,天孚通信,卖出,48.48,400,19392.0,5,9.7,0.39,19376.91
2025-05-29 13:48:00,300851,平安银行,买入,19.7,200,3940.0,5,0,0.08,-3945.08
2025-05-30 14:55:00,300851,平安银行,卖出,21.58,200,4316.0,5,2.16,0.09,4308.75
2025-05-30 10:48:00,300029,中芯国际,买入,40.31,300,12093.0,5,0,0.24,-12098.24
2025-06-02 14:55:00,300029,中芯国际,卖出,44.28,300,13284.0,5,6.64,0.27,13272.09
2025-05-30 11:33:00,300256,立讯精密,买入,20.32,600,12192.0,5,0,0.24,-12197.24
2025-06-04 14:31:00,300256,立讯精密,卖出,22.29,600,13374.0,5,6.69,0.27,13362.04
2025-06-03 10:48:00,300011,隆基绿能,买入,49.11,600,29466.0,5,0,0.59,-29471.59
2025-06-06 10:42:00,300011,隆基绿能,卖出,47.2,600,28320.0,5,14.16,0.57,28300.27
2025-06-03 14:48:00,300054,中际旭创,买入,48.85,200,9770.0,5,0,0.2,-9775.2
2025-06-06 14:55:00,300054,中际旭创,卖出,53.84,200,10768.0,5,5.38,0.22,10757.4
2025-06-04 13:48:00,300483,中信证券,买入,37.8,500,18900.0,5,0,0.38,-18905.38
2025-06-06 14:31:00,300483,中信证券,卖出,41.55,500,20775.0,5,10.39,0.42,20759.19
2025-06-05 11:48:00,300856,剑桥科技,买入,33.19,600,19914.0,5,0,0.4,-19919.4
2025-06-06 12:31:00,300856,剑桥科技,卖出,31.99,600,19194.0,5,9.6,0.38,19179.02
2025-06-06 12:33:00,300143,中国平安,买入,12.09,200,2418.0,5,0,0.05,-2423.05
2025-06-09 14:08:00,300143,中国平安,卖出,13.31,200,2662.0,5,1.33,0.05,2655.62
2025-06-09 11:48:00,300545,立讯精密,买入,42.38,1000,42380.0,5,0,0.85,-42385.85
2025-06-10 11:31:00,300545,立讯精密,卖出,40.64,1000,40640.0,5,20.32,0.81,40613.87
2025-06-10 11:06:00,300372,海康威视,买入,17.38,400,6952.0,5,0,0.14,-6957.14
2025-06-12 12:31:00,300372,海康威视,卖出,16.63,400,6652.0,5,3.33,0.13,6643.54
2025-06-11 10:48:00,300830,海康威视,买入,45.24,300,13572.0,5,0,0.27,-13577.27
2025-06-16 14:55:00,300830,海康威视,卖出,49.95,300,14985.0,5,7.49,0.3,14972.21
2025-06-13 14:06:00,300520,京东方A,买入,24.95,400,9980.0,5,0,0.2,-9985.2
2025-06-17 10:42:00,300520,京东方A,卖出,27.44,400,10976.0,5,5.49,0.22,10965.29
2025-06-16 12:21:00,300385,寒武纪,买入,29.81,1000,29810.0,5,0,0.6,-29815.6
2025-06-18 12:55:00,300385,寒武纪,卖出,32.73,1000,32730.0,5,16.37,0.65,32707.98
2025-06-16 10:06:00,300614,立讯精密,买入,36.63,800,29304.0,5,0,0.59,-29309.59
2025-06-18 11:19:00,300614,立讯精密,卖出,35.13,800,28104.0,5,14.05,0.56,28084.39
2025-06-16 09:33:00,300696,平安银行,买入,34.24,500,17120.0,5,0,0.34,-17125.34
2025-06-17 14:19:00,300696,平安银行,卖出,37.8,500,18900.0,5,9.45,0.38,18885.17
2025-06-17 09:33:00,300202,中芯国际,买入,30.04,400,12016.0,5,0,0.24,-12021.24
2025-06-19 14:19:00,300202,中芯国际,卖出,33.08,400,13232.0,5,6.62,0.26,13220.12
2025-06-18 09:06:00,300894,中国平安,买入,42.53,600,25518.0,5,0,0.51,-25523.51
2025-06-20 11:31:00,300894,中国平安,卖出,40.93,600,24558.0,5,12.28,0.49,24540.23
2025-06-20 10:06:00,300893,天孚通信,买入,50.65,400,20260.0,5,0,0.41,-20265.41
2025-06-24 11:19:00,300893,天孚通信,卖出,55.48,400,22192.0,5,11.1,0.44,22175.46
2025-06-23 09:06:00,300647,海康威视,买入,50.5,1000,50500.0,5,0,1.01,-50506.01
2025-06-24 12:19:00,300647,海康威视,卖出,55.35,1000,55350.0,5,27.68,1.11,55316.21
2025-06-23 12:06:00,300691,中芯国际,买入,35.04,600,21024.0,5,0,0.42,-21029.42
2025-06-24 11:55:00,300691,中芯国际,卖出,33.54,600,20124.0,5,10.06,0.4,20108.54
2025-06-25 14:48:00,300321,工业富联,买入,44.3,400,17720.0,5,0,0.35,-17725.35
2025-06-30 11:31:00,300321,工业富联,卖出,48.58,400,19432.0,5,9.72,0.39,19416.89
2025-06-25 10:33:00,300312,工业富联,买入,35.54,400,14216.0,5,0,0.28,-14221.28
2025-06-30 13:55:00,300312,工业富联,卖出,39.25,400,15700.0,5,7.85,0.31,15686.84
2025-06-27 14:21:00,300421,海康威视,买入,29.09,1000,29090.0,5,0,0.58,-29095.58
2025-07-01 12:19:00,300421,海康威视,卖出,27.92,1000,27920.0,5,13.96,0.56,27900.48
2025-06-27 11:06:00,300275,工业富联,买入,35.92,1000,35920.0,5,0,0.72,-35925.72
2025-06-30 14:42:00,300275,工业富联,卖出,39.66,1000,39660.0,5,19.83,0.79,39634.38
2025-06-30 14:33:00,300095,平安银行,买入,43.21,1000,43210.0,5,0,0.86,-43215.86
2025-07-03 12:55:00,300095,平安银行,卖出,47.55,1000,47550.0,5,23.78,0.95,47520.27
2025-07-02 11:06:00,300563,比亚迪,买入,18.93,600,11358.0,5,0,0.23,-11363.23
2025-07-04 10:08:00,300563,比亚迪,卖出,20.85,600,12510.0,5,6.25,0.25,12498.5
2025-07-02 13:48:00,300190,工业富联,买入,34.85,500,17425.0,5,0,0.35,-17430.35
2025-07-03 13:08:00,300190,工业富联,卖出,38.26,500,19130.0,5,9.56,0.38,19115.06
2025-07-03 13:33:00,300217,立讯精密,买入,32.81,400,13124.0,5,0,0.26,-13129.26
2025-07-07 11:55:00,300217,立讯精密,卖出,36.07,400,14428.0,5,7.21,0.29,14415.5
