成交日期,证券代码,证券名称,操作,成交价格,成交数量,成交金额,佣金,印花税,过户费,发生金额
2025-01-23 11:48:00,688256,寒武纪,买入,304.8,100,30480.0,5,0,0.61,-30485.61
2025-01-30 10:42:00,688256,寒武纪,卖出,341.57,100,34157.0,5,17.08,0.68,34134.24
2025-01-27 14:33:00,300316,晶盛机电,买入,44.77,400,17908.0,5,0,0.36,-17913.36
2025-02-03 10:31:00,300316,晶盛机电,卖出,48.62,400,19448.0,5,9.72,0.39,19432.89
2025-01-28 10:48:00,300059,东方财富,买入,12.8,1300,16640.0,5,0,0.33,-16645.33
2025-01-30 10:08:00,300059,东方财富,卖出,13.38,1300,17394.0,5,8.7,0.35,17379.95
2025-01-29 11:48:00,002714,牧原股份,买入,49.45,500,24725.0,5,0,0.49,-24730.49
2025-02-07 12:55:00,002714,牧原股份,卖出,64.14,500,32070.0,5,16.04,0.64,32048.32
2025-01-29 09:48:00,601688,华泰证券,买入,15.42,800,12336.0,5,0,0.25,-12341.25
2025-01-30 10:42:00,601688,华泰证券,买入,15.11,700,10577.0,5,0,0.21,-10582.21
2025-02-03 12:08:00,601688,华泰证券,卖出,16.19,1500,24285.0,5,12.14,0.49,24267.37
2025-01-31 11:33:00,300433,蓝思科技,买入,24.8,1100,27280.0,5,0,0.55,-27285.55
2025-02-05 13:08:00,300433,蓝思科技,卖出,30.66,1100,33726.0,5,16.86,0.67,33703.47
2025-01-31 12:48:00,688111,金山办公,买入,185.95,100,18595.0,5,0,0.37,-18600.37
2025-02-10 10:08:00,688111,金山办公,卖出,226.11,100,22611.0,5,11.31,0.45,22594.24
2025-01-31 10:33:00,002460,赣锋锂业,买入,51.88,200,10376.0,5,0,0.21,-10381.21
2025-02-07 12:08:00,002460,赣锋锂业,卖出,57.67,200,11534.0,5,5.77,0.23,11523.0
2025-02-04 14:33:00,000063,中兴通讯,买入,29.81,500,14905.0,5,0,0.3,-14910.3
2025-02-14 12:42:00,000063,中兴通讯,卖出,33.28,500,16640.0,5,8.32,0.33,16626.35
2025-02-05 14:33:00,600406,国电南瑞,买入,22.36,900,20124.0,5,0,0.4,-20129.4
2025-02-07 13:42:00,600406,国电南瑞,卖出,23.55,900,21195.0,5,10.6,0.42,21178.98
2025-02-06 10:06:00,300059,东方财富,买入,21.14,900,19026.0,5,0,0.38,-19031.38
2025-02-14 14:08:00,300059,东方财富,卖出,21.86,900,19674.0,5,9.84,0.39,19658.77
2025-02-07 12:06:00,002594,比亚迪,买入,196.07,100,19607.0,5,0,0.39,-19612.39
2025-02-18 12:42:00,002594,比亚迪,卖出,204.15,100,20415.0,5,10.21,0.41,20399.38
2025-02-10 11:33:00,300408,三环集团,买入,33.4,800,26720.0,5,0,0.53,-26725.53
2025-02-13 11:08:00,300408,三环集团,卖出,39.13,800,31304.0,5,15.65,0.63,31282.72
2025-02-11 10:21:00,000625,长安汽车,买入,11.34,800,9072.0,5,0,0.18,-9077.18
2025-02-17 12:42:00,000625,长安汽车,卖出,10.98,800,8784.0,5,4.39,0.18,8774.43
2025-02-12 11:33:00,002460,赣锋锂业,买入,33.58,600,20148.0,5,0,0.4,-20153.4
2025-02-18 11:31:00,002460,赣锋锂业,卖出,31.89,600,19134.0,5,9.57,0.38,19119.05
2025-02-12 10:06:00,600009,上海机场,买入,48.41,200,9682.0,5,0,0.19,-9687.19
2025-02-21 14:55:00,600009,上海机场,卖出,52.97,200,10594.0,5,5.3,0.21,10583.49
2025-02-13 09:33:00,601318,中国平安,买入,57.56,100,5756.0,5,0,0.12,-5761.12
2025-02-25 11:55:00,601318,中国平安,卖出,60.29,100,6029.0,5,3.01,0.12,6020.87
2025-02-17 11:21:00,688303,大全能源,买入,23.61,300,7083.0,5,0,0.14,-7088.14
2025-02-20 13:42:00,688303,大全能源,买入,22.95,300,6885.0,5,0,0.14,-6890.14
2025-02-19 12:42:00,688303,大全能源,卖出,27.75,600,16650.0,5,8.32,0.33,16636.35
2025-02-18 11:33:00,300760,迈瑞医疗,买入,280.58,100,28058.0,5,0,0.56,-28063.56
2025-02-28 13:55:00,300760,迈瑞医疗,卖出,303.04,100,30304.0,5,15.15,0.61,30283.24
2025-02-18 13:48:00,688008,澜起科技,买入,69.3,300,20790.0,5,0,0.42,-20795.42
2025-02-21 10:42:00,688008,澜起科技,卖出,65.7,300,19710.0,5,9.86,0.39,19694.75
2025-02-20 11:48:00,601899,紫金矿业,买入,13.2,1400,18480.0,5,0,0.37,-18485.37
2025-03-04 14:42:00,601899,紫金矿业,卖出,14.37,1400,20118.0,5,10.06,0.4,20102.54
2025-02-20 14:33:00,600036,招商银行,买入,32.0,300,9600.0,5,0,0.19,-9605.19
2025-02-26 14:42:00,600036,招商银行,卖出,33.82,300,10146.0,5,5.07,0.2,10135.73
2025-02-21 14:06:00,300316,晶盛机电,买入,44.93,200,8986.0,5,0,0.18,-8991.18
2025-02-26 10:19:00,300316,晶盛机电,卖出,41.74,200,8348.0,5,4.17,0.17,8338.66
2025-02-25 14:33:00,300661,圣邦股份,买入,97.29,100,9729.0,5,0,0.19,-9734.19
2025-03-03 14:19:00,300661,圣邦股份,卖出,102.47,100,10247.0,5,5.12,0.2,10236.68
2025-02-25 14:48:00,000333,美的集团,买入,57.64,500,28820.0,5,0,0.58,-28825.58
2025-02-28 13:19:00,000333,美的集团,卖出,68.55,500,34275.0,5,17.14,0.69,34252.17
2025-02-26 14:06:00,002007,华兰生物,买入,16.07,1300,20891.0,5,0,0.42,-20896.42
2025-03-03 10:55:00,002007,华兰生物,卖出,17.47,1300,22711.0,5,11.36,0.45,22694.19
2025-02-28 13:33:00,601166,兴业银行,买入,19.35,500,9675.0,5,0,0.19,-9680.19
2025-03-10 10:31:00,601166,兴业银行,卖出,20.12,500,10060.0,5,5.03,0.2,10049.77
2025-02-27 14:33:00,002007,华兰生物,买入,22.83,500,11415.0,5,0,0.23,-11420.23
2025-03-04 14:19:00,002007,华兰生物,买入,23.19,700,16233.0,5,0,0.32,-16238.32
2025-03-03 10:19:00,002007,华兰生物,卖出,24.33,1200,29196.0,5,14.6,0.58,29175.82
2025-03-03 10:06:00,601628,中国人寿,买入,25.1,600,15060.0,5,0,0.3,-15065.3
2025-03-10 13:08:00,601628,中国人寿,卖出,23.32,200,4664.0,5,2.33,0.09,4656.58
2025-03-13 10:42:00,601628,中国人寿,卖出,23.87,400,9548.0,5,4.77,0.19,9538.04
2025-03-04 11:06:00,601628,中国人寿,买入,37.72,700,26404.0,5,0,0.53,-26409.53
2025-03-12 14:31:00,601628,中国人寿,卖出,37.25,700,26075.0,5,13.04,0.52,26056.44
2025-03-05 14:06:00,601628,中国人寿,买入,24.77,800,19816.0,5,0,0.4,-19821.4
2025-03-11 13:42:00,601628,中国人寿,卖出,24.44,800,19552.0,5,9.78,0.39,19536.83
2025-03-06 14:06:00,600030,中信证券,买入,22.84,500,11420.0,5,0,0.23,-11425.23
2025-03-10 11:55:00,600030,中信证券,卖出,23.77,500,11885.0,5,5.94,0.24,11873.82
2025-03-06 12:48:00,002352,顺丰控股,买入,39.71,600,23826.0,5,0,0.48,-23831.48
2025-03-14 14:42:00,002352,顺丰控股,卖出,38.0,600,22800.0,5,11.4,0.46,22783.14
2025-03-07 13:06:00,002594,比亚迪,买入,240.63,100,24063.0,5,0,0.48,-24068.48
2025-03-17 14:42:00,002594,比亚迪,卖出,237.57,100,23757.0,5,11.88,0.48,23739.64
2025-03-10 09:21:00,688041,海光信息,买入,83.97,200,16794.0,5,0,0.34,-16799.34
2025-03-13 13:55:00,688041,海光信息,卖出,77.51,200,15502.0,5,7.75,0.31,15488.94
2025-03-11 14:48:00,301236,软通动力,买入,30.59,700,21413.0,5,0,0.43,-21418.43
2025-03-14 14:08:00,301236,软通动力,卖出,36.12,700,25284.0,5,12.64,0.51,25265.85
2025-03-12 10:21:00,300760,迈瑞医疗,买入,286.78,100,28678.0,5,0,0.57,-28683.57
2025-03-17 12:55:00,300760,迈瑞医疗,卖出,345.33,100,34533.0,5,17.27,0.69,34510.04
2025-03-13 09:21:00,000063,中兴通讯,买入,28.27,800,22616.0,5,0,0.45,-22621.45
2025-03-19 10:19:00,000063,中兴通讯,卖出,30.95,800,24760.0,5,12.38,0.5,24742.12
2025-03-14 12:33:00,002241,歌尔股份,买入,21.65,700,15155.0,5,0,0.3,-15160.3
2025-03-20 11:42:00,002241,歌尔股份,卖出,19.54,700,13678.0,5,6.84,0.27,13665.89
2025-03-18 14:33:00,300999,金龙鱼,买入,38.64,500,19320.0,5,0,0.39,-19325.39
2025-03-24 10:42:00,300999,金龙鱼,卖出,42.02,500,21010.0,5,10.51,0.42,20994.07
2025-03-19 10:33:00,000651,格力电器,买入,35.3,200,7060.0,5,0,0.14,-7065.14
2025-03-24 11:31:00,000651,格力电器,买入,35.85,200,7170.0,5,0,0.14,-7175.14
2025-03-26 13:42:00,000651,格力电器,卖出,37.35,400,14940.0,5,7.47,0.3,14927.23
2025-03-19 14:06:00,300476,胜宏科技,买入,57.74,200,11548.0,5,0,0.23,-11553.23
2025-03-21 14:55:00,300476,胜宏科技,卖出,67.16,200,13432.0,5,6.72,0.27,13420.01
2025-03-21 09:06:00,688082,盛美上海,买入,139.9,100,13990.0,5,0,0.28,-13995.28
2025-03-26 11:19:00,688082,盛美上海,卖出,124.69,100,12469.0,5,6.23,0.25,12457.52
2025-03-21 14:48:00,002594,比亚迪,买入,277.61,100,27761.0,5,0,0.56,-27766.56
2025-03-26 12:19:00,002594,比亚迪,卖出,293.09,100,29309.0,5,14.65,0.59,29288.76
2025-03-24 10:21:00,000001,平安银行,买入,9.92,2600,25792.0,5,0,0.52,-25797.52
2025-04-02 12:31:00,000001,平安银行,卖出,11.37,2600,29562.0,5,14.78,0.59,29541.63
2025-03-25 11:33:00,002475,立讯精密,买入,37.47,300,11241.0,5,0,0.22,-11246.22
2025-04-01 14:42:00,002475,立讯精密,卖出,35.89,300,10767.0,5,5.38,0.22,10756.4
2025-03-27 10:48:00,000333,美的集团,买入,74.25,100,7425.0,5,0,0.15,-7430.15
2025-04-02 14:31:00,000333,美的集团,卖出,84.28,100,8428.0,5,4.21,0.17,8418.62
2025-03-26 10:33:00,002714,牧原股份,买入,50.02,200,10004.0,5,0,0.2,-10009.2
2025-03-31 11:19:00,002714,牧原股份,卖出,57.17,200,11434.0,5,5.72,0.23,11423.05
2025-03-27 09:33:00,000001,平安银行,买入,9.26,2500,23150.0,5,0,0.46,-23155.46
2025-04-08 10:55:00,000001,平安银行,卖出,10.28,2500,25700.0,5,12.85,0.51,25681.64
2025-03-31 11:06:00,300124,汇川技术,买入,57.43,300,17229.0,5,0,0.34,-17234.34
2025-04-03 11:42:00,300124,汇川技术,卖出,65.76,300,19728.0,5,9.86,0.39,19712.75
2025-04-01 10:48:00,000333,美的集团,买入,51.01,500,25505.0,5,0,0.51,-25510.51
2025-04-10 12:55:00,000333,美的集团,卖出,54.08,500,27040.0,5,13.52,0.54,27020.94
2025-04-01 09:21:00,000625,长安汽车,买入,15.58,1200,18696.0,5,0,0.37,-18701.37
2025-04-07 12:19:00,000625,长安汽车,卖出,18.73,1200,22476.0,5,11.24,0.45,22459.31
2025-04-03 09:33:00,301236,软通动力,买入,49.87,500,24935.0,5,0,0.5,-24940.5
2025-04-10 11:08:00,301236,软通动力,卖出,58.48,500,29240.0,5,14.62,0.58,29219.8
2025-04-03 10:21:00,000651,格力电器,买入,47.95,400,19180.0,5,0,0.38,-19185.38
2025-04-10 10:08:00,000651,格力电器,卖出,43.21,400,17284.0,5,8.64,0.35,17270.01
2025-04-07 11:06:00,002594,比亚迪,买入,208.13,100,20813.0,5,0,0.42,-20818.42
2025-04-14 12:55:00,002594,比亚迪,卖出,187.01,100,18701.0,5,9.35,0.37,18686.28
2025-04-08 11:06:00,002714,牧原股份,买入,43.87,400,17548.0,5,0,0.35,-17553.35
2025-04-14 14:19:00,002714,牧原股份,卖出,41.95,400,16780.0,5,8.39,0.34,16766.27
2025-04-08 11:33:00,300316,晶盛机电,买入,36.46,600,21876.0,5,0,0.44,-21881.44
2025-04-11 11:19:00,300316,晶盛机电,卖出,38.74,600,23244.0,5,11.62,0.46,23226.92
2025-04-10 13:21:00,600009,上海机场,买入,36.13,200,7226.0,5,0,0.14,-7231.14
2025-04-15 13:31:00,600009,上海机场,卖出,40.21,200,8042.0,5,4.02,0.16,8032.82
2025-04-10 09:48:00,300476,胜宏科技,买入,36.62,600,21972.0,5,0,0.44,-21977.44
2025-04-15 11:55:00,300476,胜宏科技,卖出,44.31,300,13293.0,5,6.65,0.27,13281.08
2025-04-16 11:31:00,300476,胜宏科技,卖出,44.3,300,13290.0,5,6.65,0.27,13278.08
2025-04-11 11:33:00,600036,招商银行,买入,37.44,500,18720.0,5,0,0.37,-18725.37
2025-04-17 13:42:00,600036,招商银行,卖出,33.92,500,16960.0,5,8.48,0.34,16946.18
2025-04-15 09:06:00,300782,卓胜微,买入,101.1,100,10110.0,5,0,0.2,-10115.2
2025-04-18 14:19:00,300782,卓胜微,卖出,105.09,100,10509.0,5,5.25,0.21,10498.54
2025-04-15 13:21:00,000333,美的集团,买入,54.82,300,16446.0,5,0,0.33,-16451.33
2025-04-18 10:19:00,000333,美的集团,卖出,65.36,300,19608.0,5,9.8,0.39,19592.81
2025-04-16 11:48:00,600406,国电南瑞,买入,20.39,1000,20390.0,5,0,0.41,-20395.41
2025-04-28 10:55:00,600406,国电南瑞,卖出,24.56,1000,24560.0,5,12.28,0.49,24542.23
2025-04-18 13:06:00,002352,顺丰控股,买入,33.78,800,27024.0,5,0,0.54,-27029.54
2025-04-28 10:19:00,002352,顺丰控股,卖出,39.44,800,31552.0,5,15.78,0.63,31530.59
2025-04-18 12:33:00,300408,三环集团,买入,33.38,300,10014.0,5,0,0.2,-10019.2
2025-04-25 14:31:00,300408,三环集团,卖出,30.79,300,9237.0,5,4.62,0.18,9227.2
2025-04-22 14:06:00,300760,迈瑞医疗,买入,291.44,100,29144.0,5,0,0.58,-29149.58
2025-04-29 11:42:00,300760,迈瑞医疗,卖出,274.9,100,27490.0,5,13.75,0.55,27470.7
2025-04-22 10:21:00,600009,上海机场,买入,45.39,400,18156.0,5,0,0.36,-18161.36
2025-04-29 12:55:00,600009,上海机场,卖出,54.37,400,21748.0,5,10.87,0.43,21731.7
2025-04-22 11:21:00,601899,紫金矿业,买入,21.28,800,17024.0,5,0,0.34,-17029.34
2025-04-28 13:42:00,601899,紫金矿业,卖出,20.47,800,16376.0,5,8.19,0.33,16362.48
2025-04-24 09:48:00,301236,软通动力,买入,40.53,300,12159.0,5,0,0.24,-12164.24
2025-04-30 12:42:00,301236,软通动力,卖出,43.84,300,13152.0,5,6.58,0.26,13140.16
2025-04-25 13:33:00,688981,中芯国际,买入,47.18,200,9436.0,5,0,0.19,-9441.19
2025-05-02 11:19:00,688981,中芯国际,卖出,44.94,200,8988.0,5,4.49,0.18,8978.33
2025-04-28 09:33:00,601166,兴业银行,买入,21.91,600,13146.0,5,0,0.26,-13151.26
2025-05-06 11:08:00,601166,兴业银行,卖出,23.87,600,14322.0,5,7.16,0.29,14309.55
2025-04-28 09:06:00,688303,大全能源,买入,32.3,500,16150.0,5,0,0.32,-16155.32
2025-05-08 14:19:00,688303,大全能源,卖出,37.24,500,18620.0,5,9.31,0.37,18605.32
2025-04-29 09:33:00,002241,歌尔股份,买入,21.4,600,12840.0,5,0,0.26,-12845.26
2025-05-08 14:55:00,002241,歌尔股份,卖出,25.23,600,15138.0,5,7.57,0.3,15125.13
2025-04-30 09:21:00,002007,华兰生物,买入,17.38,1600,27808.0,5,0,0.56,-27813.56
2025-05-05 10:31:00,002007,华兰生物,卖出,21.25,1600,34000.0,5,17.0,0.68,33977.32
2025-05-01 12:33:00,688256,寒武纪,买入,197.92,100,19792.0,5,0,0.4,-19797.4
2025-05-06 13:42:00,688256,寒武纪,卖出,216.42,100,21642.0,5,10.82,0.43,21625.75
2025-05-02 14:48:00,601012,隆基绿能,买入,23.53,1100,25883.0,5,0,0.52,-25888.52
2025-05-06 11:55:00,601012,隆基绿能,卖出,25.02,1100,27522.0,5,13.76,0.55,27502.69
2025-05-06 10:06:00,688012,中微公司,买入,164.89,100,16489.0,5,0,0.33,-16494.33
2025-05-07 10:55:00,688012,中微公司,买入,163.78,100,16378.0,5,0,0.33,-16383.33
2025-05-09 14:31:00,688012,中微公司,卖出,193.64,200,38728.0,5,19.36,0.77,38702.87
2025-05-07 13:48:00,000625,长安汽车,买入,10.66,2500,26650.0,5,0,0.53,-26655.53
2025-05-12 13:31:00,000625,长安汽车,卖出,9.89,2500,24725.0,5,12.36,0.49,24707.15
2025-05-07 13:21:00,688082,盛美上海,买入,96.97,300,29091.0,5,0,0.58,-29096.58
2025-05-19 13:08:00,688082,盛美上海,卖出,109.7,300,32910.0,5,16.46,0.66,32887.88
2025-05-09 09:06:00,601899,紫金矿业,买入,20.03,600,12018.0,5,0,0.24,-12023.24
2025-05-14 12:31:00,601899,紫金矿业,卖出,19.78,600,11868.0,5,5.93,0.24,11856.83
2025-05-12 14:06:00,601318,中国平安,买入,39.25,300,11775.0,5,0,0.24,-11780.24
2025-05-19 12:08:00,601318,中国平安,卖出,36.16,300,10848.0,5,5.42,0.22,10837.36
2025-05-13 12:06:00,600588,用友网络,买入,15.92,1100,17512.0,5,0,0.35,-17517.35
2025-05-20 11:08:00,600588,用友网络,卖出,15.06,1100,16566.0,5,8.28,0.33,16552.39
2025-05-13 13:21:00,600585,海螺水泥,买入,24.22,800,19376.0,5,0,0.39,-19381.39
2025-05-16 14:19:00,600585,海螺水泥,卖出,23.92,800,19136.0,5,9.57,0.38,19121.05
2025-05-15 10:33:00,300316,晶盛机电,买入,39.81,700,27867.0,5,0,0.56,-27872.56
2025-05-23 10:08:00,300316,晶盛机电,卖出,42.39,700,29673.0,5,14.84,0.59,29652.57
2025-05-15 10:33:00,601166,兴业银行,买入,21.9,800,17520.0,5,0,0.35,-17525.35
2025-05-22 12:31:00,601166,兴业银行,卖出,19.35,800,15480.0,5,7.74,0.31,15466.95
2025-05-16 09:06:00,000001,平安银行,买入,10.81,2300,24863.0,5,0,0.5,-24868.5
2025-05-20 10:31:00,000001,平安银行,卖出,12.06,2300,27738.0,5,13.87,0.55,27718.58
2025-05-20 09:21:00,688981,中芯国际,买入,66.58,100,6658.0,5,0,0.13,-6663.13
2025-05-21 10:19:00,688981,中芯国际,买入,67.42,100,6742.0,5,0,0.13,-6747.13
2025-05-28 13:55:00,688981,中芯国际,卖出,74.02,200,14804.0,5,7.4,0.3,14791.3
2025-05-20 14:21:00,600406,国电南瑞,买入,18.23,900,16407.0,5,0,0.33,-16412.33
2025-05-27 14:55:00,600406,国电南瑞,卖出,17.97,900,16173.0,5,8.09,0.32,16159.59
2025-05-20 14:06:00,600009,上海机场,买入,47.31,200,9462.0,5,0,0.19,-9467.19
2025-05-27 14:31:00,600009,上海机场,卖出,53.54,200,10708.0,5,5.35,0.21,10697.44
2025-05-21 09:33:00,002415,海康威视,买入,29.43,1000,29430.0,5,0,0.59,-29435.59
2025-06-02 10:42:00,002415,海康威视,卖出,35.1,1000,35100.0,5,17.55,0.7,35076.75
2025-05-23 14:48:00,300661,圣邦股份,买入,107.35,100,10735.0,5,0,0.21,-10740.21
2025-06-02 13:55:00,300661,圣邦股份,卖出,126.24,100,12624.0,5,6.31,0.25,12612.44
2025-05-23 14:06:00,002594,比亚迪,买入,253.15,100,25315.0,5,0,0.51,-25320.51
2025-06-04 12:31:00,002594,比亚迪,卖出,264.16,100,26416.0,5,13.21,0.53,26397.26
2025-05-27 09:06:00,600588,用友网络,买入,15.31,1100,16841.0,5,0,0.34,-16846.34
2025-06-03 12:42:00,600588,用友网络,卖出,14.5,1100,15950.0,5,7.98,0.32,15936.7
2025-05-27 12:21:00,300782,卓胜微,买入,121.52,200,24304.0,5,0,0.49,-24309.49
2025-06-02 14:42:00,300782,卓胜微,卖出,127.6,200,25520.0,5,12.76,0.51,25501.73
2025-05-29 12:48:00,002475,立讯精密,买入,29.02,400,11608.0,5,0,0.23,-11613.23
2025-06-03 13:42:00,002475,立讯精密,卖出,33.29,400,13316.0,5,6.66,0.27,13304.07
2025-05-29 10:33:00,600036,招商银行,买入,47.24,200,9448.0,5,0,0.19,-9453.19
2025-06-03 10:08:00,600036,招商银行,卖出,52.29,200,10458.0,5,5.23,0.21,10447.56
2025-05-30 11:48:00,600036,招商银行,买入,39.68,400,15872.0,5,0,0.32,-15877.32
2025-06-03 11:08:00,600036,招商银行,卖出,44.38,400,17752.0,5,8.88,0.36,17737.76
2025-06-02 14:06:00,002475,立讯精密,买入,43.81,200,8762.0,5,0,0.18,-8767.18
2025-06-06 11:19:00,002475,立讯精密,卖出,43.37,200,8674.0,5,4.34,0.17,8664.49
2025-06-04 10:48:00,300059,东方财富,买入,15.68,1100,17248.0,5,0,0.34,-17253.34
2025-06-16 14:42:00,300059,东方财富,卖出,18.98,1100,20878.0,5,10.44,0.42,20862.14
2025-06-05 13:48:00,601899,紫金矿业,买入,19.68,1400,27552.0,5,0,0.55,-27557.55
2025-06-13 10:31:00,601899,紫金矿业,卖出,17.82,1400,24948.0,5,12.47,0.5,24930.03
2025-06-05 10:48:00,300124,汇川技术,买入,76.75,300,23025.0,5,0,0.46,-23030.46
2025-06-16 14:08:00,300124,汇川技术,卖出,84.86,300,25458.0,5,12.73,0.51,25439.76
2025-06-06 12:06:00,300316,晶盛机电,买入,36.06,200,7212.0,5,0,0.14,-7217.14
2025-06-11 12:42:00,300316,晶盛机电,买入,36.75,400,14700.0,5,0,0.29,-14705.29
2025-06-12 12:08:00,300316,晶盛机电,卖出,41.05,600,24630.0,5,12.31,0.49,24612.2
2025-06-09 13:21:00,300059,东方财富,买入,12.96,700,9072.0,5,0,0.18,-9077.18
2025-06-11 13:55:00,300059,东方财富,卖出,15.86,700,11102.0,5,5.55,0.22,11091.23
2025-06-11 13:21:00,300124,汇川技术,买入,75.65,300,22695.0,5,0,0.45,-22700.45
2025-06-18 11:08:00,300124,汇川技术,卖出,69.04,300,20712.0,5,10.36,0.41,20696.23
2025-06-11 14:21:00,601012,隆基绿能,买入,27.56,800,22048.0,5,0,0.44,-22053.44
2025-06-17 14:19:00,601012,隆基绿能,卖出,26.29,800,21032.0,5,10.52,0.42,21016.06
2025-06-13 13:06:00,300408,三环集团,买入,27.64,1000,27640.0,5,0,0.55,-27645.55
2025-06-17 13:19:00,300408,三环集团,卖出,29.52,1000,29520.0,5,14.76,0.59,29499.65
2025-06-16 14:48:00,300059,东方财富,买入,18.51,1300,24063.0,5,0,0.48,-24068.48
2025-06-25 14:08:00,300059,东方财富,卖出,21.24,1300,27612.0,5,13.81,0.55,27592.64
2025-06-16 09:21:00,000651,格力电器,买入,35.19,700,24633.0,5,0,0.49,-24638.49
2025-06-24 10:19:00,000651,格力电器,卖出,32.44,700,22708.0,5,11.35,0.45,22691.2
2025-06-16 09:33:00,601899,紫金矿业,买入,18.88,500,9440.0,5,0,0.19,-9445.19
2025-06-25 14:19:00,601899,紫金矿业,卖出,21.16,500,10580.0,5,5.29,0.21,10569.5
2025-06-17 09:33:00,601318,中国平安,买入,43.1,300,12930.0,5,0,0.26,-12935.26
2025-06-20 14:55:00,601318,中国平安,卖出,46.87,300,14061.0,5,7.03,0.28,14048.69
2025-06-19 12:06:00,002475,立讯精密,买入,36.94,300,11082.0,5,0,0.22,-11087.22
2025-06-23 14:19:00,002475,立讯精密,卖出,41.47,300,12441.0,5,6.22,0.25,12429.53
2025-06-20 10:06:00,601628,中国人寿,买入,30.85,600,18510.0,5,0,0.37,-18515.37
2025-06-27 13:42:00,601628,中国人寿,卖出,34.63,600,20778.0,5,10.39,0.42,20762.19
2025-06-23 13:06:00,002594,比亚迪,买入,221.36,100,22136.0,5,0,0.44,-22141.44
2025-06-26 12:19:00,002594,比亚迪,卖出,211.94,100,21194.0,5,10.6,0.42,21177.98
2025-06-23 13:33:00,002475,立讯精密,买入,30.71,800,24568.0,5,0,0.49,-24573.49
2025-06-26 12:31:00,002475,立讯精密,卖出,33.22,800,26576.0,5,13.29,0.53,26557.18
2025-06-25 13:33:00,002415,海康威视,买入,40.59,200,8118.0,5,0,0.16,-8123.16
2025-07-03 13:55:00,002415,海康威视,卖出,43.58,200,8716.0,5,4.36,0.17,8706.47
2025-06-25 13:21:00,600588,用友网络,买入,16.19,1600,25904.0,5,0,0.52,-25909.52
2025-06-27 13:55:00,600588,用友网络,卖出,17.86,1600,28576.0,5,14.29,0.57,28556.14
